no;barangay;type;zip;city;province;region
352;Barangay 352;Urban;1611;MANILA;METRO MANILA;NCR - National Capital Region
353;Barangay 353;Urban;2358;MANILA;METRO MANILA;NCR - National Capital Region
354;Barangay 354;Urban;1751;MANILA;METRO MANILA;NCR - National Capital Region
355;Barangay 355;Urban;1056;MANILA;METRO MANILA;NCR - National Capital Region
356;Barangay 356;Urban;804;MANILA;METRO MANILA;NCR - National Capital Region
357;Barangay 357;Urban;1091;MANILA;METRO MANILA;NCR - National Capital Region
358;Barangay 358;Urban;875;MANILA;METRO MANILA;NCR - National Capital Region
359;Barangay 359;Urban;1585;MANILA;METRO MANILA;NCR - National Capital Region
360;Barangay 360;Urban;841;MANILA;METRO MANILA;NCR - National Capital Region
361;Barangay 361;Urban;931;MANILA;METRO MANILA;NCR - National Capital Region
362;Barangay 362;Urban;297;MANILA;METRO MANILA;NCR - National Capital Region
363;Barangay 363;Urban;611;MANILA;METRO MANILA;NCR - National Capital Region
364;Barangay 364;Urban;1623;MANILA;METRO MANILA;NCR - National Capital Region
365;Barangay 365;Urban;1229;MANILA;METRO MANILA;NCR - National Capital Region
366;Barangay 366;Urban;1275;MANILA;METRO MANILA;NCR - National Capital Region
367;Barangay 367;Urban;1362;MANILA;METRO MANILA;NCR - National Capital Region
368;Barangay 368;Urban;2166;MANILA;METRO MANILA;NCR - National Capital Region
369;Barangay 369;Urban;1433;MANILA;METRO MANILA;NCR - National Capital Region
370;Barangay 370;Urban;511;MANILA;METRO MANILA;NCR - National Capital Region
371;Barangay 371;Urban;808;MANILA;METRO MANILA;NCR - National Capital Region
372;Barangay 372;Urban;3871;MANILA;METRO MANILA;NCR - National Capital Region
373;Barangay 373;Urban;4051;MANILA;METRO MANILA;NCR - National Capital Region
374;Barangay 374;Urban;3490;MANILA;METRO MANILA;NCR - National Capital Region
375;Barangay 375;Urban;3670;MANILA;METRO MANILA;NCR - National Capital Region
376;Barangay 376;Urban;1095;MANILA;METRO MANILA;NCR - National Capital Region
377;Barangay 377;Urban;501;MANILA;METRO MANILA;NCR - National Capital Region
378;Barangay 378;Urban;1027;MANILA;METRO MANILA;NCR - National Capital Region
379;Barangay 379;Urban;611;MANILA;METRO MANILA;NCR - National Capital Region
380;Barangay 380;Urban;1038;MANILA;METRO MANILA;NCR - National Capital Region
381;Barangay 381;Urban;1738;MANILA;METRO MANILA;NCR - National Capital Region
382;Barangay 382;Urban;1049;MANILA;METRO MANILA;NCR - National Capital Region
383;Barangay 395;Urban;719;MANILA;METRO MANILA;NCR - National Capital Region
384;Barangay 396;Urban;716;MANILA;METRO MANILA;NCR - National Capital Region
385;Barangay 397;Urban;978;MANILA;METRO MANILA;NCR - National Capital Region
386;Barangay 398;Urban;2051;MANILA;METRO MANILA;NCR - National Capital Region
387;Barangay 399;Urban;1108;MANILA;METRO MANILA;NCR - National Capital Region
388;Barangay 400;Urban;1525;MANILA;METRO MANILA;NCR - National Capital Region
389;Barangay 401;Urban;2503;MANILA;METRO MANILA;NCR - National Capital Region
390;Barangay 402;Urban;3248;MANILA;METRO MANILA;NCR - National Capital Region
391;Barangay 403;Urban;818;MANILA;METRO MANILA;NCR - National Capital Region
392;Barangay 404;Urban;1396;MANILA;METRO MANILA;NCR - National Capital Region
393;Barangay 405;Urban;852;MANILA;METRO MANILA;NCR - National Capital Region
394;Barangay 406;Urban;493;MANILA;METRO MANILA;NCR - National Capital Region
395;Barangay 407;Urban;1216;MANILA;METRO MANILA;NCR - National Capital Region
396;Barangay 408;Urban;1178;MANILA;METRO MANILA;NCR - National Capital Region
397;Barangay 409;Urban;2329;MANILA;METRO MANILA;NCR - National Capital Region
398;Barangay 410;Urban;1595;MANILA;METRO MANILA;NCR - National Capital Region
399;Barangay 411;Urban;1636;MANILA;METRO MANILA;NCR - National Capital Region
400;Barangay 412;Urban;1714;MANILA;METRO MANILA;NCR - National Capital Region
401;Barangay 413;Urban;1825;MANILA;METRO MANILA;NCR - National Capital Region
402;Barangay 414;Urban;1122;MANILA;METRO MANILA;NCR - National Capital Region
403;Barangay 415;Urban;658;MANILA;METRO MANILA;NCR - National Capital Region
404;Barangay 416;Urban;1401;MANILA;METRO MANILA;NCR - National Capital Region
405;Barangay 417;Urban;1712;MANILA;METRO MANILA;NCR - National Capital Region
406;Barangay 418;Urban;2977;MANILA;METRO MANILA;NCR - National Capital Region
407;Barangay 419;Urban;1773;MANILA;METRO MANILA;NCR - National Capital Region
408;Barangay 420;Urban;2873;MANILA;METRO MANILA;NCR - National Capital Region
409;Barangay 421;Urban;1640;MANILA;METRO MANILA;NCR - National Capital Region
410;Barangay 422;Urban;2493;MANILA;METRO MANILA;NCR - National Capital Region
411;Barangay 423;Urban;1504;MANILA;METRO MANILA;NCR - National Capital Region
412;Barangay 424;Urban;1848;MANILA;METRO MANILA;NCR - National Capital Region
413;Barangay 425;Urban;1788;MANILA;METRO MANILA;NCR - National Capital Region
414;Barangay 426;Urban;2061;MANILA;METRO MANILA;NCR - National Capital Region
415;Barangay 427;Urban;879;MANILA;METRO MANILA;NCR - National Capital Region
416;Barangay 428;Urban;2122;MANILA;METRO MANILA;NCR - National Capital Region
417;Barangay 429;Urban;2441;MANILA;METRO MANILA;NCR - National Capital Region
418;Barangay 430;Urban;586;MANILA;METRO MANILA;NCR - National Capital Region
419;Barangay 431;Urban;585;MANILA;METRO MANILA;NCR - National Capital Region
420;Barangay 432;Urban;2868;MANILA;METRO MANILA;NCR - National Capital Region
421;Barangay 433;Urban;480;MANILA;METRO MANILA;NCR - National Capital Region
422;Barangay 434;Urban;1295;MANILA;METRO MANILA;NCR - National Capital Region
423;Barangay 435;Urban;903;MANILA;METRO MANILA;NCR - National Capital Region
424;Barangay 436;Urban;973;MANILA;METRO MANILA;NCR - National Capital Region
425;Barangay 437;Urban;823;MANILA;METRO MANILA;NCR - National Capital Region
426;Barangay 438;Urban;774;MANILA;METRO MANILA;NCR - National Capital Region
427;Barangay 439;Urban;1771;MANILA;METRO MANILA;NCR - National Capital Region
428;Barangay 440;Urban;1159;MANILA;METRO MANILA;NCR - National Capital Region
429;Barangay 441;Urban;597;MANILA;METRO MANILA;NCR - National Capital Region
430;Barangay 442;Urban;989;MANILA;METRO MANILA;NCR - National Capital Region
431;Barangay 443;Urban;1689;MANILA;METRO MANILA;NCR - National Capital Region
432;Barangay 444;Urban;1243;MANILA;METRO MANILA;NCR - National Capital Region
433;Barangay 445;Urban;1071;MANILA;METRO MANILA;NCR - National Capital Region
434;Barangay 446;Urban;686;MANILA;METRO MANILA;NCR - National Capital Region
435;Barangay 447;Urban;1252;MANILA;METRO MANILA;NCR - National Capital Region
436;Barangay 448;Urban;1275;MANILA;METRO MANILA;NCR - National Capital Region
437;Barangay 449;Urban;1659;MANILA;METRO MANILA;NCR - National Capital Region
438;Barangay 450;Urban;2246;MANILA;METRO MANILA;NCR - National Capital Region
439;Barangay 451;Urban;1402;MANILA;METRO MANILA;NCR - National Capital Region
440;Barangay 452;Urban;985;MANILA;METRO MANILA;NCR - National Capital Region
441;Barangay 453;Urban;1255;MANILA;METRO MANILA;NCR - National Capital Region
442;Barangay 454;Urban;938;MANILA;METRO MANILA;NCR - National Capital Region
443;Barangay 455;Urban;1376;MANILA;METRO MANILA;NCR - National Capital Region
444;Barangay 456;Urban;1811;MANILA;METRO MANILA;NCR - National Capital Region
445;Barangay 457;Urban;1241;MANILA;METRO MANILA;NCR - National Capital Region
446;Barangay 458;Urban;2427;MANILA;METRO MANILA;NCR - National Capital Region
447;Barangay 459;Urban;649;MANILA;METRO MANILA;NCR - National Capital Region
448;Barangay 460;Urban;998;MANILA;METRO MANILA;NCR - National Capital Region
449;Barangay 461;Urban;617;MANILA;METRO MANILA;NCR - National Capital Region
450;Barangay 462;Urban;671;MANILA;METRO MANILA;NCR - National Capital Region
451;Barangay 463;Urban;606;MANILA;METRO MANILA;NCR - National Capital Region
452;Barangay 464;Urban;3460;MANILA;METRO MANILA;NCR - National Capital Region
453;Barangay 465;Urban;478;MANILA;METRO MANILA;NCR - National Capital Region
454;Barangay 466;Urban;656;MANILA;METRO MANILA;NCR - National Capital Region
455;Barangay 467;Urban;651;MANILA;METRO MANILA;NCR - National Capital Region
456;Barangay 468;Urban;514;MANILA;METRO MANILA;NCR - National Capital Region
457;Barangay 469;Urban;310;MANILA;METRO MANILA;NCR - National Capital Region
458;Barangay 470;Urban;611;MANILA;METRO MANILA;NCR - National Capital Region
459;Barangay 471;Urban;700;MANILA;METRO MANILA;NCR - National Capital Region
460;Barangay 472;Urban;918;MANILA;METRO MANILA;NCR - National Capital Region
461;Barangay 473;Urban;1392;MANILA;METRO MANILA;NCR - National Capital Region
462;Barangay 474;Urban;1265;MANILA;METRO MANILA;NCR - National Capital Region
463;Barangay 475;Urban;1495;MANILA;METRO MANILA;NCR - National Capital Region
464;Barangay 476;Urban;1083;MANILA;METRO MANILA;NCR - National Capital Region
465;Barangay 477;Urban;769;MANILA;METRO MANILA;NCR - National Capital Region
466;Barangay 478;Urban;838;MANILA;METRO MANILA;NCR - National Capital Region
467;Barangay 479;Urban;362;MANILA;METRO MANILA;NCR - National Capital Region
468;Barangay 480;Urban;743;MANILA;METRO MANILA;NCR - National Capital Region
469;Barangay 481;Urban;399;MANILA;METRO MANILA;NCR - National Capital Region
470;Barangay 482;Urban;637;MANILA;METRO MANILA;NCR - National Capital Region
471;Barangay 483;Urban;1640;MANILA;METRO MANILA;NCR - National Capital Region
472;Barangay 484;Urban;1727;MANILA;METRO MANILA;NCR - National Capital Region
473;Barangay 485;Urban;1636;MANILA;METRO MANILA;NCR - National Capital Region
474;Barangay 486;Urban;907;MANILA;METRO MANILA;NCR - National Capital Region
475;Barangay 487;Urban;1162;MANILA;METRO MANILA;NCR - National Capital Region
476;Barangay 488;Urban;644;MANILA;METRO MANILA;NCR - National Capital Region
477;Barangay 489;Urban;652;MANILA;METRO MANILA;NCR - National Capital Region
478;Barangay 490;Urban;311;MANILA;METRO MANILA;NCR - National Capital Region
479;Barangay 491;Urban;641;MANILA;METRO MANILA;NCR - National Capital Region
480;Barangay 492;Urban;895;MANILA;METRO MANILA;NCR - National Capital Region
481;Barangay 493;Urban;1098;MANILA;METRO MANILA;NCR - National Capital Region
482;Barangay 494;Urban;1883;MANILA;METRO MANILA;NCR - National Capital Region
483;Barangay 495;Urban;1393;MANILA;METRO MANILA;NCR - National Capital Region
484;Barangay 496;Urban;1217;MANILA;METRO MANILA;NCR - National Capital Region
485;Barangay 497;Urban;1664;MANILA;METRO MANILA;NCR - National Capital Region
486;Barangay 498;Urban;1153;MANILA;METRO MANILA;NCR - National Capital Region
487;Barangay 499;Urban;2020;MANILA;METRO MANILA;NCR - National Capital Region
488;Barangay 500;Urban;2178;MANILA;METRO MANILA;NCR - National Capital Region
489;Barangay 501;Urban;1219;MANILA;METRO MANILA;NCR - National Capital Region
490;Barangay 502;Urban;775;MANILA;METRO MANILA;NCR - National Capital Region
491;Barangay 503;Urban;1095;MANILA;METRO MANILA;NCR - National Capital Region
492;Barangay 504;Urban;1050;MANILA;METRO MANILA;NCR - National Capital Region
493;Barangay 505;Urban;1389;MANILA;METRO MANILA;NCR - National Capital Region
494;Barangay 506;Urban;630;MANILA;METRO MANILA;NCR - National Capital Region
495;Barangay 507;Urban;1431;MANILA;METRO MANILA;NCR - National Capital Region
496;Barangay 508;Urban;1103;MANILA;METRO MANILA;NCR - National Capital Region
497;Barangay 509;Urban;1255;MANILA;METRO MANILA;NCR - National Capital Region
498;Barangay 510;Urban;857;MANILA;METRO MANILA;NCR - National Capital Region
499;Barangay 511;Urban;1834;MANILA;METRO MANILA;NCR - National Capital Region
500;Barangay 512;Urban;1915;MANILA;METRO MANILA;NCR - National Capital Region
501;Barangay 513;Urban;1725;MANILA;METRO MANILA;NCR - National Capital Region
502;Barangay 514;Urban;1982;MANILA;METRO MANILA;NCR - National Capital Region
503;Barangay 515;Urban;2568;MANILA;METRO MANILA;NCR - National Capital Region
504;Barangay 516;Urban;936;MANILA;METRO MANILA;NCR - National Capital Region
505;Barangay 517;Urban;972;MANILA;METRO MANILA;NCR - National Capital Region
506;Barangay 518;Urban;1592;MANILA;METRO MANILA;NCR - National Capital Region
507;Barangay 519;Urban;1257;MANILA;METRO MANILA;NCR - National Capital Region
508;Barangay 520;Urban;526;MANILA;METRO MANILA;NCR - National Capital Region
509;Barangay 521;Urban;2429;MANILA;METRO MANILA;NCR - National Capital Region
510;Barangay 522;Urban;940;MANILA;METRO MANILA;NCR - National Capital Region
511;Barangay 523;Urban;1252;MANILA;METRO MANILA;NCR - National Capital Region
512;Barangay 524;Urban;932;MANILA;METRO MANILA;NCR - National Capital Region
513;Barangay 525;Urban;1601;MANILA;METRO MANILA;NCR - National Capital Region
514;Barangay 526;Urban;744;MANILA;METRO MANILA;NCR - National Capital Region
515;Barangay 527;Urban;1811;MANILA;METRO MANILA;NCR - National Capital Region
516;Barangay 528;Urban;1429;MANILA;METRO MANILA;NCR - National Capital Region
517;Barangay 529;Urban;1033;MANILA;METRO MANILA;NCR - National Capital Region
518;Barangay 530;Urban;670;MANILA;METRO MANILA;NCR - National Capital Region
519;Barangay 531;Urban;710;MANILA;METRO MANILA;NCR - National Capital Region
520;Barangay 532;Urban;830;MANILA;METRO MANILA;NCR - National Capital Region
521;Barangay 533;Urban;863;MANILA;METRO MANILA;NCR - National Capital Region
522;Barangay 534;Urban;1076;MANILA;METRO MANILA;NCR - National Capital Region
523;Barangay 535;Urban;930;MANILA;METRO MANILA;NCR - National Capital Region
524;Barangay 536;Urban;953;MANILA;METRO MANILA;NCR - National Capital Region
525;Barangay 537;Urban;860;MANILA;METRO MANILA;NCR - National Capital Region
526;Barangay 538;Urban;963;MANILA;METRO MANILA;NCR - National Capital Region
527;Barangay 539;Urban;1593;MANILA;METRO MANILA;NCR - National Capital Region
528;Barangay 540;Urban;1590;MANILA;METRO MANILA;NCR - National Capital Region
529;Barangay 541;Urban;681;MANILA;METRO MANILA;NCR - National Capital Region
530;Barangay 542;Urban;871;MANILA;METRO MANILA;NCR - National Capital Region
531;Barangay 543;Urban;713;MANILA;METRO MANILA;NCR - National Capital Region
532;Barangay 544;Urban;1235;MANILA;METRO MANILA;NCR - National Capital Region
533;Barangay 545;Urban;688;MANILA;METRO MANILA;NCR - National Capital Region
534;Barangay 546;Urban;1089;MANILA;METRO MANILA;NCR - National Capital Region
535;Barangay 547;Urban;1204;MANILA;METRO MANILA;NCR - National Capital Region
536;Barangay 548;Urban;626;MANILA;METRO MANILA;NCR - National Capital Region
537;Barangay 549;Urban;958;MANILA;METRO MANILA;NCR - National Capital Region
538;Barangay 550;Urban;766;MANILA;METRO MANILA;NCR - National Capital Region
539;Barangay 551;Urban;726;MANILA;METRO MANILA;NCR - National Capital Region
540;Barangay 552;Urban;1052;MANILA;METRO MANILA;NCR - National Capital Region
541;Barangay 553;Urban;1431;MANILA;METRO MANILA;NCR - National Capital Region
542;Barangay 554;Urban;1072;MANILA;METRO MANILA;NCR - National Capital Region
543;Barangay 555;Urban;1171;MANILA;METRO MANILA;NCR - National Capital Region
544;Barangay 556;Urban;754;MANILA;METRO MANILA;NCR - National Capital Region
545;Barangay 557;Urban;1437;MANILA;METRO MANILA;NCR - National Capital Region
546;Barangay 558;Urban;1170;MANILA;METRO MANILA;NCR - National Capital Region
547;Barangay 559;Urban;1181;MANILA;METRO MANILA;NCR - National Capital Region
548;Barangay 560;Urban;1302;MANILA;METRO MANILA;NCR - National Capital Region
549;Barangay 561;Urban;2412;MANILA;METRO MANILA;NCR - National Capital Region
550;Barangay 562;Urban;2545;MANILA;METRO MANILA;NCR - National Capital Region
551;Barangay 563;Urban;1306;MANILA;METRO MANILA;NCR - National Capital Region
552;Barangay 564;Urban;1404;MANILA;METRO MANILA;NCR - National Capital Region
553;Barangay 565;Urban;2475;MANILA;METRO MANILA;NCR - National Capital Region
554;Barangay 566;Urban;1973;MANILA;METRO MANILA;NCR - National Capital Region
555;Barangay 567;Urban;2438;MANILA;METRO MANILA;NCR - National Capital Region
556;Barangay 568;Urban;1789;MANILA;METRO MANILA;NCR - National Capital Region
557;Barangay 569;Urban;2129;MANILA;METRO MANILA;NCR - National Capital Region
558;Barangay 570;Urban;2792;MANILA;METRO MANILA;NCR - National Capital Region
559;Barangay 571;Urban;1608;MANILA;METRO MANILA;NCR - National Capital Region
560;Barangay 572;Urban;1677;MANILA;METRO MANILA;NCR - National Capital Region
561;Barangay 573;Urban;1044;MANILA;METRO MANILA;NCR - National Capital Region
562;Barangay 574;Urban;1524;MANILA;METRO MANILA;NCR - National Capital Region
563;Barangay 575;Urban;1205;MANILA;METRO MANILA;NCR - National Capital Region
564;Barangay 576;Urban;2966;MANILA;METRO MANILA;NCR - National Capital Region
565;Barangay 577;Urban;822;MANILA;METRO MANILA;NCR - National Capital Region
566;Barangay 578;Urban;796;MANILA;METRO MANILA;NCR - National Capital Region
567;Barangay 579;Urban;1326;MANILA;METRO MANILA;NCR - National Capital Region
568;Barangay 580;Urban;2071;MANILA;METRO MANILA;NCR - National Capital Region
569;Barangay 581;Urban;2995;MANILA;METRO MANILA;NCR - National Capital Region
570;Barangay 582;Urban;1519;MANILA;METRO MANILA;NCR - National Capital Region
571;Barangay 583;Urban;1283;MANILA;METRO MANILA;NCR - National Capital Region
572;Barangay 584;Urban;3718;MANILA;METRO MANILA;NCR - National Capital Region
573;Barangay 585;Urban;901;MANILA;METRO MANILA;NCR - National Capital Region
574;Barangay 586;Urban;2254;MANILA;METRO MANILA;NCR - National Capital Region
